date,topic_Economy_taxes_tariffs_seed_binary,topic_Border_security_immigration_seed_binary,topic_Foreign_policy_seed_binary,topic_Energy_seed_binary,topic_Environment_seed_binary,topic_Government_reform_seed_binary,topic_Legal_battles_seed_binary,topic_Media_attacks_seed_binary,topic_Political_opposition_attacks_seed_binary,topic_Patriotism_seed_binary,topic_Domestic_social_initiatives_seed_binary,nmf_topic_0_binary,nmf_topic_1_binary,nmf_topic_2_binary,nmf_topic_3_binary,nmf_topic_4_binary,nmf_topic_5_binary,nmf_topic_6_binary,nmf_topic_7_binary,nmf_topic_8_binary,nmf_topic_9_binary,nmf_topic_10_binary,embedding_topic_0_binary,embedding_topic_1_binary,embedding_topic_2_binary,embedding_topic_3_binary,embedding_topic_4_binary,embedding_topic_5_binary,embedding_topic_6_binary,embedding_topic_7_binary,embedding_topic_8_binary,embedding_topic_9_binary,embedding_topic_10_binary,raw_char_count,clean_char_count,word_count,topic_Economy_taxes_tariffs_seed_count,topic_Border_security_immigration_seed_count,topic_Foreign_policy_seed_count,topic_Energy_seed_count,topic_Environment_seed_count,topic_Government_reform_seed_count,topic_Legal_battles_seed_count,topic_Media_attacks_seed_count,topic_Political_opposition_attacks_seed_count,topic_Patriotism_seed_count,topic_Domestic_social_initiatives_seed_count,nmf_topic_0_score,nmf_topic_1_score,nmf_topic_2_score,nmf_topic_3_score,nmf_topic_4_score,nmf_topic_5_score,nmf_topic_6_score,nmf_topic_7_score,nmf_topic_8_score,nmf_topic_9_score,nmf_topic_10_score,Economy_taxes_tariffs_topic_sentence_count,Border_security_immigration_topic_sentence_count,Foreign_policy_topic_sentence_count,Energy_topic_sentence_count,Environment_topic_sentence_count,Government_reform_topic_sentence_count,Legal_battles_topic_sentence_count,Media_attacks_topic_sentence_count,Political_opposition_attacks_topic_sentence_count,Patriotism_topic_sentence_count,Domestic_social_initiatives_topic_sentence_count,vix_close,delta_vix,vix_pct_change,vix_lag1,delta_vix_lag1,sp500_close,sp500_return,sp500_return_lag1,sp500_rolling_vol_5d,sp500_rolling_vol_10d
2025-07-28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,32191.75,30779.25,23338,34.25,9.0,30.5,10.0,1.25,2.0,1.25,4.25,1.25,3.0,1.5,0.232812254095666,0.0197774340232347,0.1937540590366552,0.0,0.2015670602738792,0.0,0.0065152877202096,0.0100850957369905,0.0803655542820888,0.0313715339987577,0.2237517208325178,30.0,7.25,27.5,7.25,0.75,1.75,1.25,4.25,1.25,3.0,1.5,15.03,0.09999999999999964,0.006697923643670389,14.93,-0.46000000000000085,6389.77,0.00017687645570885202,0.003974321701619488,0.0032547711789948585,0.003291489101812492
2025-07-29,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,22262.0,20935.0,7993,4.5,5.0,14.5,8.5,1.5,2.0,2.5,5.5,3.5,1.5,3.0,0.0869971327282515,0.0391581718313013,0.1444503145315181,0.0450650719912423,0.1137796768395959,0.0109726390686398,0.0503989737763888,0.2686728924727072,0.1099783988943797,0.0443373092050799,0.0861894186608951,4.5,4.5,12.5,6.5,1.0,2.0,2.5,5.0,3.0,1.5,3.0,15.98,0.9500000000000011,0.06320691949434476,15.03,0.09999999999999964,6370.86,-0.0029594179446209568,0.00017687645570885202,0.004100985731020884,0.0031034105672450773
2025-07-30,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,27879.0,27426.0,9906,24.0,1.0,6.0,1.5,0.0,10.0,0.5,2.0,1.5,11.5,4.5,0.2020430919470428,0.0,0.0004932766664414,0.0778418457408913,0.0320532450287352,0.3608190254467111,0.0376857355440697,0.1329491228618065,0.1175026350411174,0.0022913582932688,0.0363206634299153,20.5,1.0,6.0,1.5,0.0,8.5,0.5,2.0,1.5,11.5,4.5,15.48,-0.5,-0.03128911138923651,15.98,0.9500000000000011,6362.9,-0.001249438851269713,-0.0029594179446209568,0.002576394397108374,0.00323233676108595
2025-07-31,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,36400.0,35499.0,6596,9.0,0.0,35.0,1.0,0.0,2.0,3.0,2.0,11.0,15.0,4.0,0.0405151374899438,0.0306163003894713,0.0,0.0,0.0,0.0443968219701973,0.0043425094803335,0.6307848137851502,0.13979093314921,0.0,0.1095534837356938,8.0,0.0,26.0,1.0,0.0,2.0,3.0,2.0,11.0,14.0,4.0,16.72,1.2399999999999984,0.08010335917312661,15.48,-0.5,6339.39,-0.0036948561190650597,-0.001249438851269713,0.0030406191237108623,0.0033197878213487016
2025-08-01,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,20574.5,18803.5,7109,14.0,3.0,23.5,6.0,0.0,2.0,1.5,4.0,6.5,5.0,1.0,0.1379070412441716,0.0101092094718213,0.1962144013940434,0.0,0.0,0.0,0.0291592121263654,0.0171247279334471,0.1577877360624223,0.1955764339997692,0.2561212377679594,14.0,3.0,21.0,5.5,0.0,1.5,1.5,4.0,6.0,4.5,1.0,20.38,3.66,0.21889952153110048,16.72,1.2399999999999984,6238.01,-0.01599207494727417,-0.0036948561190650597,0.006465903040031199,0.006244652895344914
2025-08-04,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,9830.0,9464.0,1791,13.0,2.0,13.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,0.1727723342968641,0.0,0.0,0.0,0.0413946156957925,0.1566828105509239,0.0475634152006981,0.0,0.19009900932082,0.0717782794987695,0.3197095354361317,12.0,2.0,11.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,0.0,17.52,-2.8599999999999994,-0.14033366045142293,20.38,3.66,6329.94,0.01473707159815385,-0.01599207494727417,0.010955849321729652,0.007978658092783586
2025-08-05,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,37580.5,36400.5,13558,34.0,9.5,20.5,8.5,1.0,13.5,3.5,2.0,12.0,14.5,2.0,0.2111465071151769,0.0,0.0,0.0218998309794271,0.0191715231438864,0.0,0.2104475679385438,0.1043652699060033,0.2097613449096,0.1471057590545792,0.0761021969527831,29.0,6.5,17.5,7.0,1.0,10.5,3.5,2.0,10.5,13.0,2.0,17.85,0.33000000000000185,0.018835616438356295,17.52,-2.8599999999999994,6299.19,-0.004857865951336082,0.01473707159815385,0.011037294560385939,0.008148985422255879
2025-08-06,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,38293.0,37067.0,6737,53.0,5.0,22.0,10.0,1.0,3.0,0.0,10.0,4.0,22.0,4.0,0.5474088573149593,0.0033414910652994,0.0274134092817029,0.0860749491060152,0.0177311509295394,0.0760912246464272,0.037737983001954,0.0131812887405615,0.1375275192108805,0.0,0.0534921267026603,43.0,5.0,17.0,7.0,1.0,3.0,0.0,10.0,3.0,20.0,4.0,16.77,-1.0800000000000018,-0.06050420168067239,17.85,0.33000000000000185,6345.06,0.007281888623775545,-0.004857865951336082,0.011852515507007501,0.008093085825530193
2025-08-07,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,7554.0,7271.5,2672,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,5.5,0.5,0.0560831507117163,0.0,0.3014462670780633,0.2310380817483682,0.0,0.0225725607058217,0.0370981574837273,0.2121547871948953,0.0886487634458708,0.0509582316315369,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1.0,5.0,0.5,16.57,-0.1999999999999993,-0.011926058437686349,16.77,-1.0800000000000018,6340.0,-0.0007974707882983934,0.007281888623775545,0.011727753982902944,0.008088696518805765
2025-08-08,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20017.5,19407.0,7015,9.5,1.5,43.5,3.5,0.0,4.0,0.0,0.0,2.5,7.0,0.5,0.0004527923609777,0.0,0.009323092818877,0.0134748875653858,0.6343362221965647,0.0135281514907889,0.0,0.0459939333852501,0.0123833528273437,0.0,0.2705075673548118,9.0,1.5,34.5,3.5,0.0,3.5,0.0,0.0,2.5,7.0,0.5,15.15,-1.42,-0.08569704284852142,16.57,-0.1999999999999993,6389.45,0.007799684542586727,-0.0007974707882983934,0.0077217872040792595,0.008399777065562625
2025-08-11,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,74924.0,73998.0,13833,27.0,30.0,82.0,11.0,10.0,15.0,12.0,4.0,18.0,10.0,3.0,0.0412943462369227,0.0,0.0,0.017086775280778,0.0,0.0,0.6187182924524737,0.06554186029282,0.0113499545902862,0.0063791976269239,0.2396295735197953,21.0,27.0,71.0,8.0,10.0,15.0,10.0,4.0,18.0,9.0,3.0,16.25,1.0999999999999996,0.0726072607260726,15.15,-1.42,6373.45,-0.002504127898332431,0.007799684542586727,0.005804811396326926,0.008437779930698596
2025-08-13,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,50376.0,49847.0,9382,13.0,25.0,23.0,0.0,3.0,3.0,2.0,11.0,9.0,8.0,5.0,0.1125072086222491,0.0,0.0,0.0,0.0,0.0,0.2850757344932262,0.3815980100717742,0.0145589646959725,0.0553383279225392,0.1509217541942386,11.0,18.0,16.0,0.0,3.0,3.0,3.0,11.0,9.0,8.0,4.0,14.49,-0.2400000000000002,-0.016293279022403295,14.73,-1.5199999999999996,6466.58,0.0032300302834731287,0.011345503612643082,0.005790825695023683,0.009084276994480976
2025-08-14,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,44299.0,43445.0,7996,23.0,57.0,47.0,3.0,0.0,15.0,3.0,6.0,19.0,13.0,1.0,0.063618514245884,0.0,0.0,0.0,0.0,0.0366247505956629,0.4802943931341164,0.0,0.1401449583558552,0.0831385435732546,0.1961788400952267,21.0,50.0,38.0,3.0,0.0,13.0,3.0,6.0,17.0,13.0,1.0,14.83,0.33999999999999986,0.02346445824706689,14.49,-0.2400000000000002,6468.54,0.00030309684562790373,0.0032300302834731287,0.0055890872177950055,0.008908964824469328
2025-08-15,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,16314.666666666666,15639.0,8950,12.333333333333334,1.6666666666666667,35.666666666666664,5.0,0.0,1.0,1.0,6.333333333333333,4.666666666666667,3.333333333333333,0.6666666666666666,0.0268096896117044,0.0187481289860266,0.1449649182620779,0.0,0.0034443249488894,0.0,0.0,0.0147412569591882,0.096383696138692,0.0826416615473696,0.6122663235460516,11.666666666666666,1.6666666666666667,26.33333333333333,3.6666666666666665,0.0,1.0,1.0,6.0,4.666666666666667,3.333333333333333,0.6666666666666666,15.09,0.2599999999999998,0.017532029669588667,14.83,0.33999999999999986,6449.8,-0.0028970988816641174,0.00030309684562790373,0.005829773084027307,0.006633388485201908
2025-08-18,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,17143.666666666668,16549.666666666668,9400,1.0,11.666666666666666,48.333333333333336,0.0,0.0,3.0,1.0,8.666666666666666,1.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.3443308031959739,0.0180957784652718,0.0971564658806717,7.222144655944356e-05,0.0115481840296372,0.0087539032174341,0.0093239392194166,0.017004200156024,0.4937145043890109,1.0,9.666666666666666,34.0,0.0,0.0,3.0,0.6666666666666666,8.666666666666666,1.3333333333333333,0.3333333333333333,0.6666666666666666,14.99,-0.09999999999999964,-0.0066269052352551094,15.09,0.2599999999999998,6449.15,-0.00010077831870769494,-0.0028970988816641174,0.005463933857853135,0.005340208591807742
2025-08-19,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,26012.5,25072.5,9669,7.0,10.0,58.0,1.5,0.0,2.5,1.0,2.5,10.0,2.0,0.5,0.0139752215666005,0.0400628252470106,0.0,0.029664141171095,0.0,0.0,0.0,0.1076281491255973,0.0386292471532629,0.1234908996322621,0.6465495161041712,7.0,9.5,40.5,1.5,0.0,2.5,1.0,2.5,9.5,2.0,0.5,15.57,0.5800000000000001,0.03869246164109397,14.99,-0.09999999999999964,6411.37,-0.005858136343549147,-0.00010077831870769494,0.003448892539361031,0.005487773128736212
2025-08-21,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,17781.5,17353.0,6635,3.0,5.5,6.0,2.0,0.5,1.5,4.0,1.0,3.5,8.0,0.5,0.1505892113834354,0.0027424665770782,0.0092458881226588,0.0204153741348706,0.0034116121376164,0.0,0.3278177503250886,0.1336067338493042,0.1139014853426594,0.1991590041266793,0.0391104740006088,2.5,5.0,5.0,1.5,0.5,1.0,4.0,0.5,3.5,6.5,0.5,16.6,0.9100000000000019,0.05799872530274075,15.69,0.11999999999999922,6370.17,-0.00400420277120217,-0.002431617579394141,0.002115388069190431,0.005463361978698237
2025-08-22,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38186.5,36884.5,14062,15.0,10.5,16.0,1.5,5.0,4.5,1.0,8.5,4.0,8.5,1.0,0.0900944526394937,0.0,0.0611256455348349,0.0,0.0,0.0007875042470089,0.3205521221591633,0.4494597001020238,0.0295940118735799,0.0,0.0483865634438952,12.5,8.0,12.5,1.5,4.5,4.5,1.0,8.5,4.0,8.5,1.0,14.22,-2.380000000000001,-0.1433734939759036,16.6,0.9100000000000019,6466.91,0.01518640789806236,-0.00400420277120217,0.008446043732440402,0.006877964296448307
2025-08-25,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,48695.66666666666,47545.333333333336,26879,27.666666666666668,14.666666666666666,71.33333333333333,5.333333333333333,1.6666666666666667,15.0,7.333333333333333,14.333333333333334,11.333333333333334,16.0,3.333333333333333,0.1078087485876596,0.0159678185410772,0.0323702940632683,0.0842639756265278,0.0597335020335141,0.0001820601362456,0.2620071772382076,0.0853282575348891,0.0804660905403797,0.0482303526994032,0.2236417229988274,24.33333333333333,12.666666666666666,54.66666666666666,3.333333333333333,1.6666666666666667,13.333333333333334,7.666666666666667,12.666666666666666,10.0,14.0,3.333333333333333,14.79,0.5699999999999985,0.04008438818565385,14.22,-2.380000000000001,6439.32,-0.0042663343080389105,0.01518640789806236,0.008728047428011254,0.007005569845129094
2025-08-26,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,195064.0,192269.0,35405,172.0,48.0,132.0,55.0,22.0,60.0,19.0,27.0,36.0,71.0,53.0,0.2505263699791413,0.0,0.0081488869576537,0.0732049692722619,0.0158681787546793,0.1170863995045822,0.3330479676037444,0.0591315893507918,0.0367107495531286,0.0530751126844509,0.0531997763395656,140.0,40.0,99.0,43.0,20.0,54.0,19.0,21.0,35.0,66.0,44.0,14.62,-0.16999999999999993,-0.011494252873563204,14.79,0.5699999999999985,6465.94,0.004133976879546308,-0.0042663343080389105,0.00826150688318284,0.006146587996031537
2025-09-02,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,50177.0,48904.0,8989,21.0,15.0,22.0,0.0,1.0,9.0,20.0,10.0,11.0,4.0,1.0,0.2027185440153071,0.0282111143858471,0.0054804780128772,0.0693600922339741,0.0,0.0,0.4069388741703555,0.0537840406391632,0.123049483425037,0.0,0.1104573731174382,17.0,14.0,16.0,0.0,1.0,9.0,18.0,9.0,10.0,4.0,1.0,17.17,1.0500000000000007,0.06513647642679898,16.12,0.7600000000000016,6415.54,-0.006922322011807647,-0.0063981691392923645,0.005453862260632695,0.00686542615048343
2025-09-03,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,31341.0,30164.0,5614,23.0,4.0,39.0,2.0,0.0,4.0,6.0,8.0,6.0,12.0,1.0,0.0784969659578985,0.0,0.0688299474758755,0.0612206728939984,0.0,0.008230695909189,0.3164650309602023,0.0,0.1447726508037183,0.0410025607169264,0.2809814752821914,20.0,4.0,34.0,2.0,0.0,4.0,7.0,8.0,6.0,10.0,1.0,16.35,-0.8200000000000003,-0.04775771694816544,17.17,1.0500000000000007,6448.26,0.005100116280157385,-0.006922322011807647,0.005681536435069659,0.006789516649554695
2025-09-05,1,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,22250.0,22085.0,4158,6.0,1.0,20.0,0.0,2.0,4.0,0.0,11.0,1.0,7.0,1.0,0.0006538613513481,0.0,0.0620763863050031,0.1332817770503533,0.0,0.0,0.2371349472619596,0.1944493958077931,0.0,0.2760649288566237,0.0963387033669187,6.0,1.0,14.0,0.0,2.0,3.0,0.0,10.0,1.0,7.0,1.0,15.18,-0.120000000000001,-0.007843137254902044,15.3,-1.0500000000000007,6481.5,-0.003165141001033489,0.00834643764364329,0.006940825528014304,0.007034065858989369
2025-09-11,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10446.0,10303.0,1841,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,2.0,0.0077715316052285,0.0,0.0058360966329501,0.8030462379492284,0.0,0.0,0.0380864665094329,0.0952353369128821,0.0,0.0411655885527259,0.0088587418375519,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,2.0,14.71,-0.6399999999999988,-0.04169381107491854,15.35,0.3100000000000005,6587.47,0.008485863528086224,0.0029834428900241683,0.004131499407645872,0.005479765885173393
2025-09-15,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50907.0,49161.0,9230,9.0,22.0,13.0,1.0,0.0,13.0,3.0,5.0,7.0,25.0,5.0,0.0,0.0,0.0235901797286165,0.0045069793532364,0.0,0.0,0.8801595004159066,0.0132053688299296,0.0785379716723107,0.0,0.0,9.0,17.0,11.0,1.0,0.0,12.0,4.0,5.0,7.0,21.0,4.0,15.69,0.9299999999999997,0.0630081300813008,14.76,0.049999999999998934,6615.28,0.004706657817319604,-0.0004827346462299431,0.0032767201635358757,0.004850009380669506
2025-09-22,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,18348.5,17870.75,13255,6.25,2.5,9.0,4.25,1.0,1.75,1.0,2.25,3.0,5.5,1.25,0.0141423126105983,0.0046351038466291,0.2381928797520419,0.0562977266261739,0.0049846940181874,0.0201801887801582,0.1166663407340323,0.1229401447767376,0.2416865399247006,0.1202408886207149,0.0600331803100251,5.25,2.5,6.5,3.25,1.0,1.75,1.75,2.25,3.0,5.25,1.25,16.1,0.6500000000000021,0.04207119741100329,15.45,-0.25,6693.75,0.004410025868950784,0.004885433567150432,0.0031968238214038604,0.0031291288864031715
2025-09-25,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,59886.0,57902.0,10712,56.0,22.0,40.0,5.0,0.0,19.0,12.0,6.0,12.0,11.0,6.0,0.1433975720558411,0.0,0.053495158878707,0.0,0.0191093385597724,0.0056758970392272,0.5244879162075592,0.0783484961959321,0.1127448919807414,0.0,0.0627407290822194,49.0,22.0,34.0,5.0,0.0,17.0,11.0,6.0,11.0,10.0,6.0,16.74,0.5599999999999987,0.034610630407911014,16.18,-0.46000000000000085,6604.72,-0.005009061505249379,-0.002846661819580154,0.00508632873683506,0.004136292506207417
2025-09-30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,946.0,764.0,145,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0320001688439457,0.0,0.0,0.5299566267280572,0.0,0.0,0.438043204427997,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.28,0.16000000000000014,0.00992555831265518,16.12,0.8300000000000018,6688.46,0.0040908483593822265,0.0026355795716241914,0.004667755847630268,0.004394890268692379
2025-10-03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1146.0,1026.0,372,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9203849155820768,0.0,0.0196856744727901,0.0,0.0,0.0599294099451328,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.65,0.019999999999999574,0.0012026458208056479,16.63,0.33999999999999986,6715.79,6.552152903416264e-05,0.0006183692931220897,0.001750365142065202,0.004046216174901507
2025-10-06,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,21239.0,20620.777777777777,34477,8.88888888888889,2.4444444444444446,15.77777777777778,1.3333333333333333,0.7777777777777778,3.888888888888889,3.333333333333333,1.8888888888888888,3.555555555555556,10.666666666666666,2.333333333333333,0.0520202783792787,0.0225384252823395,0.1180873422909854,0.160948483776166,0.098938544632217,0.0039198597932235,0.2151497551254057,0.053846611534534,0.1887289811127345,0.0594776019462836,0.0263441161268315,8.0,2.2222222222222223,13.333333333333334,1.1111111111111112,0.7777777777777778,3.4444444444444446,3.7777777777777777,1.6666666666666667,3.555555555555556,10.22222222222222,2.333333333333333,16.37,-0.2799999999999976,-0.016816816816816682,16.65,0.019999999999999574,6740.28,0.0036466298082578064,6.552152903416264e-05,0.001872861003136755,0.003976647433580363
2025-10-08,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,59531.5,58268.0,21276,9.5,16.0,40.5,2.0,1.0,9.5,7.5,33.5,10.0,18.5,11.0,0.0694490810353871,0.0718764721325629,0.0,0.0166023482010683,0.2237421877544123,0.0050377544695206,0.4980874043468174,0.0087371085476516,0.0365239670877061,0.0,0.0699436764248734,9.5,13.0,35.0,1.5,1.0,9.5,8.5,31.0,9.0,16.5,9.5,16.3,-0.9399999999999977,-0.054524361948955824,17.24,0.8699999999999974,6753.72,0.005827608238179849,-0.003811414362608012,0.003678189868298527,0.0037591120481707393
2025-10-09,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,49753.0,48392.0,17889,26.0,22.5,72.5,4.0,1.0,14.5,1.5,5.0,19.0,7.0,4.0,0.0452736518844659,0.048276267900442,0.004620344972039,0.0,0.2184023510991356,0.0970089251885617,0.200554366603578,0.0421187377348351,0.0835989412511446,0.0416619784295748,0.2184844349362229,19.5,18.5,59.5,3.0,1.0,14.5,1.5,4.0,17.5,6.0,3.5,16.43,0.129999999999999,0.00797546012269934,16.3,-0.9399999999999977,6735.11,-0.002755518440207827,0.005827608238179849,0.004111430448174915,0.0033556872285976248
2025-10-10,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,48904.0,48181.0,17446,48.0,5.0,30.0,4.0,0.0,3.0,2.0,4.0,4.0,17.0,4.0,0.0455108477492413,0.0042559803118207,0.0093578445855411,0.0,0.1461529175275358,0.613395044522987,0.0821868645218029,0.0758369631829484,0.0035683679755672,0.0,0.0197351696225553,46.0,5.0,28.0,4.0,0.0,3.0,2.0,3.0,3.0,15.0,4.0,21.66,5.23,0.3183201460742544,16.43,0.129999999999999,6552.51,-0.027111658161485086,-0.002755518440207827,0.01310773203384859,0.009557472888384816
2025-10-13,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,0,28949.285714285717,27100.571428571428,35374,2.0,2.142857142857143,59.142857142857146,0.5714285714285714,2.571428571428572,1.0,0.8571428571428571,2.857142857142857,3.857142857142857,6.571428571428571,2.7142857142857144,0.0,0.1152496184291266,0.1003212507969868,0.0399291620932141,0.3016881260529795,0.0,0.1128373394256093,0.1391243440625328,0.0333566425245537,0.0445894940472684,0.1129040225677285,2.0,2.142857142857143,46.0,0.5714285714285714,2.571428571428572,1.0,0.8571428571428571,2.7142857142857144,3.4285714285714284,6.285714285714286,2.2857142857142856,19.03,-2.629999999999999,-0.12142197599261306,21.66,5.23,6654.72,0.015598602672868944,-0.027111658161485086,0.0158462537316625,0.01093617570770817
2025-10-14,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,40182.5,39163.0,14617,15.5,3.5,33.5,0.5,2.5,6.0,2.5,10.0,15.0,19.0,2.0,0.0259694309445193,0.0134898306879048,0.001241267144073,0.1034080315409589,0.0742368911327506,0.0008738713236573,0.3639990248542827,0.1350795492884284,0.0645964885651914,0.1304795183173458,0.0866260962008874,12.0,3.5,28.5,0.5,2.5,6.0,3.5,9.0,12.0,18.5,2.0,20.81,1.7799999999999976,0.09353652128218592,19.03,-2.629999999999999,6644.31,-0.0015643032313906735,0.015598602672868944,0.01582986320710459,0.010844485370524324
2025-10-15,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,38807.0,37774.0,7158,32.0,6.0,23.0,0.0,2.0,1.0,0.0,3.0,1.0,4.0,3.0,0.1938015649691973,0.0272176256318894,0.0022178572416943,0.0630665614659476,0.0442622013217585,0.0,0.022699243677874,0.3606440956793906,0.0,0.179068124718576,0.107022725293672,23.0,5.0,17.0,0.0,2.0,1.0,0.0,3.0,1.0,4.0,3.0,20.64,-0.16999999999999815,-0.008169149447381008,20.81,1.7799999999999976,6671.06,0.004026001195007511,-0.0015643032313906735,0.015626312438447885,0.010871972984721152
2025-10-16,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,56871.0,55797.0,10016,23.0,3.0,15.0,5.0,1.0,9.0,8.0,3.0,9.0,9.0,90.0,0.0,0.0,0.0,0.0746202005042737,0.0329864709288286,0.5740052469985167,0.0393864226881569,0.0714054224677122,0.0570648547478106,0.0071224269902929,0.1434089546744082,20.0,3.0,12.0,5.0,1.0,9.0,8.0,3.0,9.0,8.0,79.0,25.31,4.669999999999998,0.22625968992248047,20.64,-0.16999999999999815,6629.07,-0.0062943520220175575,0.004026001195007511,0.015728436436197275,0.0110086186918363
